Billing Tag,Client,Instance,Backupset,Subclient,Storage_Policy,Copy,FEB Size,FEA Size,Primary AppSize,Protected App Size,Media Size
DCCM - OnPremisses,EGPAZAXSR006,VMware,defaultBackupSet,vm-menor100GB_MAMEnt-CTRL-CLUSTER,#STP_DATACENTER_VM_01,Primary,0.027,0.0,0.0,0.0,0.0
DCCM - OnPremisses,teste-vlan,VMware,defaultBackupSet,Cluster_CSMGMT,#STP_DATACENTER_VM_01,Primary,0.056,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAPRNSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.025,0.0,0.0,0.0,0.0
Azure - PROD,CLPARCASR001,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.06,0.0,0.0,0.0,0.0
Azure - PROD,CLPARCASR002,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.045,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHASCTSR001,SCOUTH01,default,BASE,STP_AZU_DEV_CLPABKPSR004_GERAL,Primary,0.007,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHASCTSR001,SCOUTH01,default,ArchiveLog,STP_AZU_DEV_CLPABKPSR004_GERAL,Primary,0.0,0.0,0.001,0.001,0.0
DCCM - OnPremisses,teste-vlan3,VMware,defaultBackupSet,Cluster_CSMGMT,#STP_DATACENTER_VM_01,Primary,0.016,0.0,0.0,0.0,0.0
DCCM - OnPremisses,teste-vlan2,VMware,defaultBackupSet,Cluster_CSMGMT,#STP_DATACENTER_VM_01,Primary,0.012,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPALOGSR001,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.003,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLTAORASR004,Azure Resource Manager,defaultBackupSet,ACEITACAO-DEV,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.945,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,datasul,datasul,default,BASE,_STP_OCI_PRD_DB_AR,Primary,0.261,0.0,0.001,0.001,0.0
OCI - BACKUP - PROD,datasul,datasul,default,ArchiveLog,_STP_OCI_PRD_DB_AR,Primary,0.0,0.0,0.002,0.002,0.0
OCI - BACKUP - PROD,datasul,datasul,default,BASE_MENSAL,_STP_OCI_PRD_DB_AR,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,GP-2K8-FDM-P01.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.072,0.0,0.0,0.0,0.0
DCCM - OnPremisses,GP-2K8-HFM-P01.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.079,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINFSR058,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.032,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPBSEGSR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.742,0.0,0.0,0.0,0.0
DCCM - OnPremisses,GP-2K8-FDT-P01.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.085,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLTAORASR005,Azure Resource Manager,defaultBackupSet,ACEITACAO-DEV,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.097,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,srvexa01-a5jof2,DefaultInstanceName,defaultBackupSet,FS-srvexa01-a5jof2,_STP_OCI_PRD_DB_AR,Primary,1.249,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,srvexa01-a5jof1,DefaultInstanceName,defaultBackupSet,FS-srvexa01-a5jof1,_STP_OCI_PRD_DB_AR,Primary,1.257,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,OCI-ENG,eng,defaultBackupSet,BASE,_STP_OCI_PRD_DB_AR,Primary,0.053,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,OCI-ENG,eng,defaultBackupSet,ArchiveLog,_STP_OCI_PRD_DB_AR,Primary,0.0,0.0,0.006,0.006,0.001
OCI - BACKUP - PROD,OCI-ENG,eng,defaultBackupSet,BASE_MENSAL,_STP_OCI_PRD_DB_AR,Primary,0.0,0.0,0.0,0.0,0.0
,OCI-ENG,eng,defaultBackupSet,BASE_MENSAL,_STP_OCI_PRD_DB_AR_MENSAL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPASPDSR001.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.066,0.0,0.0,0.0,0.0
DCCM - OnPremisses,GPPACERSR001.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.03,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,OCI-MAM,MAM,defaultBackupSet,BASE,_STP_OCI_PRD_DB_AR,Primary,8.258,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,OCI-MAM,MAM,defaultBackupSet,ArchiveLog,_STP_OCI_PRD_DB_AR,Primary,0.0,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,OCI-SISCOM,siscom,defaultBackupSet,ArchiveLog,_STP_OCI_PRD_DB_AR,Primary,0.0,0.0,0.0,0.0,0.0
OCI - BACKUP - PROD,OCI-SISCOM,siscom,defaultBackupSet,BASE_MENSAL,_STP_OCI_PRD_DB_AR,Primary,0.011,0.0,0.0,0.0,0.0
AWS - Glacier,LQPAPRNSR012,DefaultInstanceName,defaultBackupSet,FS-LQPAPRNSR012,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,LQPAPRNSR012,DefaultInstanceName,defaultBackupSet,FS-LQPAPRNSR012,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.004,0.004,0.001
DCCM - OnPremisses,LQPAPRNSR012,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.03,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPALCSSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.001,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASVCSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.084,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPANFESR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.066,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASYNSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.04,0.0,0.0,0.0,0.0
DCCM - OnPremisses,GPPAPRNSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.035,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAFSCSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.061,0.0,0.0,0.0,0.0
AWS - Glacier,JBPAFSCSR003,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPAFSCSR003,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.004,0.004,0.001
DCCM - OnPremisses,JBPALISSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.051,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINFSR077,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.06,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPATWSSR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.022,0.0,0.0,0.0,0.0
AWS - Glacier,JBPATWSSR004,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPATWSSR004,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAFTPSR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.028,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINWSR007,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.034,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAFDSSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.051,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACLODISR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.028,0.0,0.0,0.0,0.0
AWS - Glacier,JBPACLODISR001,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPACLODISR001,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.002,0.002,0.001
DCCM - OnPremisses,JBPAINFSR065,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.049,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASCMSR007,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.038,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAORCSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.028,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACGPSR008,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.052,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPARDCSR001.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.034,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SRVJBPAADS010,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.04,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAVCPSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.039,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAGGWSR001,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.003,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPADSRSR012,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.018,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAZAXSR001,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.044,0.0,0.0,0.0,0.0
AWS - Glacier,JBPARCASR001,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPARCASR001,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.004,0.004,0.001
DCCM - OnPremisses,JBPARCASR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.07,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAPRNSR010,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.023,0.0,0.0,0.0,0.0
AWS - Glacier,LQPAPRNSR010,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,LQPAPRNSR010,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.003,0.003,0.001
AWS - Glacier,LQPATFSSR006,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,LQPATFSSR006,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.044,0.0,0.006,0.006,0.002
DCCM - OnPremisses,JBPMSQLSR004,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_01,1.Primary,0.444,0.0,0.436,0.436,0.113
AWS - Glacier,JBPMSQLSR004,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPMSQLSR004,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPMSQLSR004,JBPMSQLSR004\CONFIGMGR,defaultBackupSet,JBPMSQLSR004/CONFIGMGR/FULL,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPMSQLSR004,JBPMSQLSR004\CONFIGMGR,defaultBackupSet,JBPMSQLSR004/CONFIGMGR/FULL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPMSQLSR004,JBPMSQLSR004\CONFIGMGR,defaultBackupSet,JBPMSQLSR004/CONFIGMGR/FULL,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPMSQLSR004,JBPMSQLSR004\CONFIGMGR,defaultBackupSet,JBPMSQLSR004/CONFIGMGR/SIMPLE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPMSQLSR004,JBPMSQLSR004\CONFIGMGR,defaultBackupSet,JBPMSQLSR004/CONFIGMGR/SIMPLE,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPBDCFSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.063,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACCMSR001,DefaultInstanceName,defaultBackupSet,FS-JBPACCMSR001,#STP_DATACENTER_FS_01,1.Primary,2.906,0.0,0.011,0.011,0.003
AWS - Glacier,JBPACCMSR001,DefaultInstanceName,defaultBackupSet,FS-JBPACCMSR001,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPACCMSR001,DefaultInstanceName,defaultBackupSet,FS-JBPACCMSR001,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAINFSR008,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.069,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACEDSR008,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.062,0.0,0.0,0.0,0.0
AWS - Glacier,JBPACEDSR008,DefaultInstanceName,defaultBackupSet,JBPACEDSR008,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPACEDSR008,DefaultInstanceName,defaultBackupSet,JBPACEDSR008,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.005,0.005,0.002
AWS - Glacier,LQPAVASSR002,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,LQPAVASSR002,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.006,0.006,0.002
DCCM - OnPremisses,LQPAVASSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.033,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASTASR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.046,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAJURSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.036,0.0,0.0,0.0,0.0
AWS - Glacier,JBPAJURSR002,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPAINFSR102,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPAINFSR102,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.012,0.012,0.004
DCCM - OnPremisses,JBPAINFSR102,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.085,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACGPSR007,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.052,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINFSR060,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.058,0.0,0.0,0.0,0.0
Azure - PROD,JBPAAUDSR002,DefaultInstanceName,defaultBackupSet,FS-JBPAAUDSR002,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.052,0.0,0.0,0.0,0.0
Azure - PROD,JBPAAUDSR002,DefaultInstanceName,defaultBackupSet,FS-JBPAAUDSR002,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPAFSCCL002,DefaultInstanceName,defaultBackupSet,TVG_BH_FS,STP_TVGBH_FS_FILE,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,BHPAFSCCL002,DefaultInstanceName,defaultBackupSet,TVG_BH_FS,STP_TVGBH_FS_FILE,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PEPAINFCL002,DefaultInstanceName,defaultBackupSet,DRIVE_S,STP_TVGPE_FS_FILE,1.Primary,2.175,0.0,0.0,0.0,0.0
DCCM - OnPremisses,bhpabkpsr001,DefaultInstanceName,defaultBackupSet,FILESERVER,STP_TVGBH_FS_FILE,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,bhpabkpsr001,DefaultInstanceName,defaultBackupSet,FILESERVER,STP_TVGBH_FS_FILE,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,bhpabkpsr001,DefaultInstanceName,defaultBackupSet,BACKUP_SFTP_SMB,STP_TVGBH_FS_FILE,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,bhpabkpsr001,DefaultInstanceName,defaultBackupSet,BACKUP_SFTP_SMB,STP_TVGBH_FS_FILE,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,bhpabkpsr001,BHPABKPSR001\BKUPEXEC,defaultBackupSet,BHPABKPSR001/BKUPEXEC/FULL,STP_TVGBH_DB,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,bhpabkpsr001,BHPABKPSR001\BKUPEXEC,defaultBackupSet,BHPABKPSR001/BKUPEXEC/FULL,STP_TVGBH_DB,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,bhpabkpsr001,BHPABKPSR001\BKUPEXEC,defaultBackupSet,BHPABKPSR001/BKUPEXEC/SIMPLE,STP_TVGBH_DB,1.Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,rj2k12sqlp07,RJ2K12SQLP07\PROD05,defaultBackupSet,PROD05/FULL,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,rj2k12sqlp07,RJ2K12SQLP07\PROD05,defaultBackupSet,PROD05/FULL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,rj2k12sqlp07,RJ2K12SQLP07\PROD05,defaultBackupSet,PROD05/FULL,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,rj2k12sqlp07,RJ2K12SQLP07\PROD05,defaultBackupSet,PROD05/SIMPLE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,rj2k12sqlp07,RJ2K12SQLP07\PROD05,defaultBackupSet,PROD05/SIMPLE,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPAINFCL004,DefaultInstanceName,defaultBackupSet,BackupCEDOC,STP_TVGBH_FS_FILE,1.Primary,4.138,0.0,0.005,0.005,0.001
AWS - Glacier,BHPAINFCL004,DefaultInstanceName,defaultBackupSet,BackupCEDOC,STP_TVGBH_FS_FILE,2.AWS,0.0,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHASQLSR006,DefaultInstanceName,defaultBackupSet,FS-CLHASQLSR006,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHASQLSR006,CLHASQLSR006,defaultBackupSet,CLHASQLSR006/FULL,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHASQLSR006,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.379,0.0,0.402,0.402,0.035
Azure - DEV/QA,CLHASQLSR006,CLHASQLSR006,defaultBackupSet,CLHASQLSR006/SIMPLE,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,cmay22wb02,DefaultInstanceName,defaultBackupSet,HDS,#STP_DATACENTER_FS_01,1.Primary,0.115,0.0,0.115,0.115,0.03
AWS - Glacier,cmay22wb02,DefaultInstanceName,defaultBackupSet,HDS,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,cmay22wb02,DefaultInstanceName,defaultBackupSet,HDS,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINFSR063,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.043,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SQLP07,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.357,0.0,0.357,0.357,0.049
DCCM - OnPremisses,JBPACYRSR010,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.019,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACYRSR020,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.027,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SCSM01,Hyper-V,defaultBackupSet,default,#STP_DATACENTER_VM_01,Primary,0.057,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SCSMDB01,Hyper-V,defaultBackupSet,default,#STP_DATACENTER_VM_01,Primary,0.319,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SCSMDB01,RJ2K12SCSMDB01\SCSM,defaultBackupSet,RJ2K12SCSMDB01/SCSM/FULL,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K12SCSMDB01,RJ2K12SCSMDB01\SCSM,defaultBackupSet,RJ2K12SCSMDB01/SCSM/FULL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,RJ2K12SCSMDB01,RJ2K12SCSMDB01\SCSM,defaultBackupSet,RJ2K12SCSMDB01/SCSM/FULL,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K12SCSMDB01,RJ2K12SCSMDB01\SCSM,defaultBackupSet,RJ2K12SCSMDB01/SCSM/SIMPLE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,RJ2K12SCSMDB01,RJ2K12SCSMDB01\SCSM,defaultBackupSet,RJ2K12SCSMDB01/SCSM/SIMPLE,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SCSMDW02,Hyper-V,defaultBackupSet,default,#STP_DATACENTER_VM_01,Primary,0.023,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PFWSRV0000395,Hyper-V,defaultBackupSet,default,#STP_DATACENTER_VM_01,Primary,0.026,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SCSM02,Hyper-V,defaultBackupSet,default,#STP_DATACENTER_VM_01,Primary,0.066,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K8SCDB01,Hyper-V,defaultBackupSet,VM_DESLIGADAS,#STP_DATACENTER_VM_01,Primary,0.508,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K8SCDB01,DefaultInstanceName,defaultBackupSet,FS-RJ2K8SCDB01,#STP_DATACENTER_FS_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K8SCDB01,DefaultInstanceName,defaultBackupSet,FS-RJ2K8SCDB01,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K8SCDB01,DefaultInstanceName,defaultBackupSet,FS-RJ2K8SCDB01,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K8SCDB01,RJ2K8SCDB01,defaultBackupSet,RJ2K8SCDB01/FULL,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K8SCDB01,RJ2K8SCDB01,defaultBackupSet,RJ2K8SCDB01/FULL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,RJ2K8SCDB01,RJ2K8SCDB01,defaultBackupSet,RJ2K8SCDB01/FULL,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K8SCDB01,RJ2K8SCDB01,defaultBackupSet,RJ2K8SCDB01/SIMPLE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,RJ2K8SCDB01,RJ2K8SCDB01,defaultBackupSet,RJ2K8SCDB01/SIMPLE,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SCSMDW01_,Hyper-V,defaultBackupSet,VM_DESLIGADAS,#STP_DATACENTER_VM_01,Primary,0.244,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SCSM03,Hyper-V,defaultBackupSet,default,#STP_DATACENTER_VM_01,Primary,0.052,0.0,0.0,0.0,0.0
