Billing Tag,Client,Instance,Backupset,Subclient,Storage_Policy,Copy,FEB Size,FEA Size,Primary AppSize,Protected App Size,Media Size
GCP,RJ2K12SQLH01,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.003,0.003,0.001
DCCM - OnPremisses,RJ2K12SQLH01,RJ2K12SQLH01\HOMOLOG01,defaultBackupSet,HOMOLOG01/FULL,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K12SQLH01,RJ2K12SQLH01\HOMOLOG01,defaultBackupSet,HOMOLOG01/FULL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,RJ2K12SQLH01,RJ2K12SQLH01\HOMOLOG01,defaultBackupSet,HOMOLOG01/FULL,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,RJ2K12SQLH01,RJ2K12SQLH01\HOMOLOG01,defaultBackupSet,HOMOLOG01/SIMPLE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,RJ2K12SQLH01,RJ2K12SQLH01\HOMOLOG01,defaultBackupSet,HOMOLOG01/SIMPLE,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SPSP02,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.187,0.0,0.255,0.255,0.035
DCCM - OnPremisses,RJ2K12SPFP02,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.102,0.0,0.142,0.142,0.02
DCCM - OnPremisses,RJ2K12SPSP01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.179,0.0,0.237,0.237,0.033
DCCM - OnPremisses,RJ2K12SPSP04,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.079,0.0,0.079,0.079,0.011
DCCM - OnPremisses,RJ2K12APPP01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.03,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SHPD01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.117,0.0,0.117,0.117,0.016
DCCM - OnPremisses,RJ2K12SPSD01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.11,0.0,0.115,0.115,0.016
DCCM - OnPremisses,RJ2K12SPSP03,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.082,0.0,0.082,0.082,0.011
DCCM - OnPremisses,RJ2K12APPD01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.029,0.0,0.03,0.03,0.004
DCCM - OnPremisses,RJ2K12SPSH02,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.057,0.0,0.058,0.058,0.008
DCCM - OnPremisses,RJ2K12SPSH01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.172,0.0,0.186,0.186,0.026
DCCM - OnPremisses,RJ2K12WCFD01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.047,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12WCFH01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.033,0.0,0.033,0.033,0.005
DCCM - OnPremisses,RJ2K12APPH01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.034,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SPFH01,VMware,defaultBackupSet,GSATRJ_VM_DT_SHAREPOINT,#STP_DATACENTER_VM_01,Primary,0.354,0.0,0.354,0.354,0.049
DCCM - OnPremisses,IONPASEGFW002,VMware,defaultBackupSet,GSATRJ_VM_DT_MSA,#STP_DATACENTER_VM_01,Primary,2.264,0.0,3.401,3.401,0.468
DCCM - OnPremisses,BHBKP-B,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.02,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAMOSSR010,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.015,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAOAPSR1,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.052,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINFSR051,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.069,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACMSSR002,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.033,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINFSR062,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.19,0.0,0.0,0.0,0.0
DCCM - OnPremisses,GPPAIISSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.128,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PFWSRV0000379,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.028,0.028,0.004
DCCM - OnPremisses,PFASRV0000222,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,0.488,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12BPMP01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.064,0.064,0.009
DCCM - OnPremisses,PBXDBS0000468,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,1.294,0.0,0.008,0.008,0.001
DCCM - OnPremisses,PMXSRV0000122,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.021,0.021,0.003
DCCM - OnPremisses,RJ2K12SANHQ01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.056,0.056,0.008
DCCM - OnPremisses,turbonomic_2-opsmgr-6.0.14,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.033,0.033,0.005
DCCM - OnPremisses,RJ2K12BI05_old2,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD005,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.117,0.117,0.016
DCCM - OnPremisses,PMWSRV0000277,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.027,0.027,0.004
DCCM - OnPremisses,PBWSRV0000459,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD004,#STP_DATACENTER_VM_01,Primary,0.025,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PBWSRV0000460,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.034,0.034,0.005
DCCM - OnPremisses,PBWSRV0000461,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.033,0.033,0.005
DCCM - OnPremisses,PMXAPP0000458,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.012,0.012,0.002
DCCM - OnPremisses,TFASRV0000438,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.006,0.006,0.001
DCCM - OnPremisses,RJ2K8FSNM01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,1.549,0.0,0.098,0.098,0.014
DCCM - OnPremisses,RJ2K8FSNM01,DefaultInstanceName,defaultBackupSet,FS-RJ2K8FSNM01,#STP_DATACENTER_FS_01,1.Primary,0.0,0.0,1.633,1.633,0.422
AWS - Glacier,RJ2K8FSNM01,DefaultInstanceName,defaultBackupSet,FS-RJ2K8FSNM01,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12DOME01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.062,0.062,0.008
DCCM - OnPremisses,HBWSRV0000442,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.334,0.334,0.046
AWS - Glacier,HBWSRV0000442,DefaultInstanceName,defaultBackupSet,FS-HBWSRV0000442,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,HBWSRV0000442,DefaultInstanceName,defaultBackupSet,FS-HBWSRV0000442,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PMWSRV0000462,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.032,0.032,0.004
DCCM - OnPremisses,TMXSRV0000455,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.004,0.004,0.0
DCCM - OnPremisses,PBWSRV0000441,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD007,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.329,0.329,0.045
DCCM - OnPremisses,SPPARADSR010,VMware,defaultBackupSet,SP-Berrini,#STP_DATACENTER_VM_01,Primary,0.036,0.0,0.0,0.0,0.0
Azure - PROD,JBPADSSSR001,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.142,0.0,0.0,0.0,0.0
Azure - PROD,JBPADSSSR002,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.065,0.0,0.0,0.0,0.0
Azure - PROD,CMPARBISR001,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.031,0.0,0.0,0.0,0.0
Azure - PROD,CMPARBISR002,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.035,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPAVIRSR001,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.034,0.0,0.009,0.009,0.001
DCCM - OnPremisses,IOPASGVSR001,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD004,#STP_DATACENTER_VM_01,Primary,0.01,0.0,0.0,0.0,0.0
DCCM - OnPremisses,IOPASGVSR002,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD002,#STP_DATACENTER_VM_01,Primary,0.01,0.0,0.0,0.0,0.0
DCCM - OnPremisses,vmpasqlsr012,VMware,defaultBackupSet,Cluster_HC380,#STP_DATACENTER_VM_01,Primary,0.037,0.0,0.0,0.0,0.0
DCCM - OnPremisses,vmpasqlsr012,VMPASQLSR012,defaultBackupSet,VMPASQLSR012/SIMPLE,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,vmpasqlsr012,VMPASQLSR012,defaultBackupSet,VMPASQLSR012/SIMPLE,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,cmpasqlsr012,CMPASQLSR012,defaultBackupSet,CMPASQLSR012/SIMPLE,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,cmpasqlsr012,CMPASQLSR012,defaultBackupSet,CMPASQLSR012/SIMPLE,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,cmpasqlsr012,CMPASQLSR012,defaultBackupSet,CTASK0042994,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,cmpasqlsr012,CMPASQLSR012,defaultBackupSet,CTASK0042994,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,cmpasqlsr012,VMware,defaultBackupSet,Cluster_HC380,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,cmpasqlsr012,VMware,defaultBackupSet,Cluster_HC380,#STP_DATACENTER_VM_01,Primary,0.043,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINFSR023,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.073,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLSASSRSSR001,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA_,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.038,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLSASQLSR001,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.03,0.0,0.032,0.032,0.003
Azure - DEV/QA,CLSASQLSR001,CLSASQLSR001,defaultBackupSet,CLSASQLSR001/FULL,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.0,0.0,0.001,0.001,0.0
Azure - DEV/QA,CLSASQLSR001,CLSASQLSR001,defaultBackupSet,CLSASQLSR001/SIMPLE,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJ-2K8-PRN-P01.Excluir.30DEZ2022,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.078,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPADSVSR013,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.166,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPADSVSR012,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.201,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPARCASR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.096,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPADMTSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.033,0.0,0.0,0.0,0.0
Azure - PROD,VMFAILOVERTEST,Azure Resource Manager,defaultBackupSet,TESTE-,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.014,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLSASQLSR002,CLSASQLSR002,defaultBackupSet,CLSASQLSR002,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.0,0.0,0.008,0.008,0.006
Azure - DEV/QA,CLSASQLSR002,CLSASQLSR002,defaultBackupSet,CLSASQLSR002/FULL,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.0,0.0,0.002,0.002,0.002
Azure - DEV/QA,CLSASQLSR002,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.028,0.0,0.03,0.03,0.003
DCCM - OnPremisses,IMAGE-W2K19STD,Hyper-V,defaultBackupSet,VM_DESLIGADAS,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPASCOSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.029,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLTACYRSR001,Azure Resource Manager,SERVICOS COMPARTILHADOS,VM-SERVICOSCOMPARTILHADOS,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.015,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLTACYRSR002,Azure Resource Manager,SERVICOS COMPARTILHADOS,VM-SERVICOSCOMPARTILHADOS,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.013,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLSACYRSR001,Azure Resource Manager,SERVICOS COMPARTILHADOS,VM-SERVICOSCOMPARTILHADOS,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.015,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLSACYRSR002,Azure Resource Manager,SERVICOS COMPARTILHADOS,VM-SERVICOSCOMPARTILHADOS,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.013,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLPACYRSR001,Azure Resource Manager,SERVICOS COMPARTILHADOS,VM-SERVICOSCOMPARTILHADOS,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.014,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLPACYRSR002,Azure Resource Manager,SERVICOS COMPARTILHADOS,VM-SERVICOSCOMPARTILHADOS,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.014,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINFSR033,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.042,0.0,0.0,0.0,0.0
DCCM - OnPremisses,cyberstation31,DefaultInstanceName,defaultBackupSet,FS-cyberstation31,#STP_DATACENTER_FS_01,1.Primary,0.063,0.0,0.003,0.003,0.001
AWS - Glacier,cyberstation31,DefaultInstanceName,defaultBackupSet,FS-cyberstation31,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACYRSR021,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.03,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR004,CLPASQLSR004,defaultBackupSet,CLPASQLSR004,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR004,CLPASQLSR004,defaultBackupSet,CLPASQLSR004,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR002,CLPASQLSR002,defaultBackupSet,CLPASQLSR002,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR002,CLPASQLSR002,defaultBackupSet,CLPASQLSR002,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR006,CLPASQLSR006,defaultBackupSet,CLPASQLSR006,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR006,CLPASQLSR006,defaultBackupSet,CLPASQLSR006,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLSASSRSSR002,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA_,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.023,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAADSSR010,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.08,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR003,CLPASQLSR003,defaultBackupSet,CLPASQLSR003,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR003,CLPASQLSR003,defaultBackupSet,CLPASQLSR003,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR005,CLPASQLSR005,defaultBackupSet,CLPASQLSR005,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR005,CLPASQLSR005,defaultBackupSet,CLPASQLSR005,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR007,CLPASQLSR007,defaultBackupSet,CLPASQLSR007,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,CLPASQLSR007,CLPASQLSR007,defaultBackupSet,CLPASQLSR007,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,OG-W16-APP-P01,VMware,defaultBackupSet,og-esx-vm-p01.corp.orgglobo.com.br,STP_TVGRJ_VM_PRES,1.Primary,0.032,0.0,0.009,0.009,0.001
DCCM - OnPremisses,OG-W2K16Std-TEMPLATE,VMware,defaultBackupSet,og-esx-vm-p02.corp.orgglobo.com.br,STP_TVGRJ_VM_PRES,1.Primary,0.019,0.0,0.0,0.0,0.0
DCCM - OnPremisses,IOPACXASR002,Nutanix AHV,VIRTUAL MACHINE,NUTANIX_AHV,#STP_DATACENTER_VM_01,Primary,0.109,0.0,0.0,0.0,0.0
DCCM - OnPremisses,srvvmpamamdb01,DefaultInstanceName,defaultBackupSet,fs-srvvmpamamdb01,#STP_DATACENTER_FS_01,1.Primary,1.515,0.0,0.0,0.0,0.0
AWS - Glacier,srvvmpamamdb01,DefaultInstanceName,defaultBackupSet,fs-srvvmpamamdb01,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,srvvmpamamdb01,SRVVMPAMAMDB01,defaultBackupSet,SRVVMPAMAMDB01/full,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,srvvmpamamdb01,SRVVMPAMAMDB01,defaultBackupSet,SRVVMPAMAMDB01/full,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,srvvmpamamdb01,SRVVMPAMAMDB01,defaultBackupSet,SRVVMPAMAMDB01/full,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,srvvmpamamdb01,SRVVMPAMAMDB01,defaultBackupSet,SRVVMPAMAMDB01/full,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,srvvmpamamdb02,DefaultInstanceName,defaultBackupSet,fs-srvvmpamamdb02,#STP_DATACENTER_FS_01,1.Primary,1.295,0.0,1.295,1.295,0.335
AWS - Glacier,srvvmpamamdb02,DefaultInstanceName,defaultBackupSet,fs-srvvmpamamdb02,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,srvvmpamamdb02,SRVVMPAMAMDB02,defaultBackupSet,SRVVMPAMAMDB02/SIMPLE,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,srvvmpamamdb02,SRVVMPAMAMDB02,defaultBackupSet,SRVVMPAMAMDB02/SIMPLE,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,srvvmpamamdb03,DefaultInstanceName,defaultBackupSet,fs-srvvmpamamdb03,#STP_DATACENTER_FS_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,srvvmpamamdb03,DefaultInstanceName,defaultBackupSet,fs-srvvmpamamdb03,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SRVVMPAMAMDB01_AGClient,SRVVMPAMAMDBLS/SRVVMPAMAMDBLS,defaultBackupSet,SRVVMPAMAMDBLS/FULL,#STP_DATACENTER_DB_01,1.Primary,0.71,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAGDISR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.047,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASTASR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.04,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAEVNSR006.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.037,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPADSVSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.051,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPADSVSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.081,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAFTPSR004.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.022,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAAPFSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.043,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAW10SR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.03,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPANTRSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.039,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASODSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.037,0.0,0.0,0.0,0.0
Azure - PROD,JBPAAUDSR007,DefaultInstanceName,defaultBackupSet,FS-JBPAAUDSR007,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,1.04,0.0,1.04,1.04,0.051
Azure - PROD,JBPAAUDSR007,DefaultInstanceName,defaultBackupSet,FS-JBPAAUDSR007,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPADSASR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.056,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAFTPSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.03,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAFOMSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.002,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASCMSR012,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.062,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASAISR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.053,0.0,0.0,0.0,0.0
