5038;##STP_GCP_FS_DBAAS_AR_IndexServer;##STP_GCP_FS_DBAAS_AR_IndexServer;E9B91A3F-F1BE-4DD4-AD93-287B18849AF9
5031;##STP_GCP_FS_DBAAS_NL_IndexServer;##STP_GCP_FS_DBAAS_NL_IndexServer;DBC7C3E9-B925-4D9D-8435-FAC002FDC07D
4882;#_STP_GCP_DB_ORACLE_AR_IndexServer;#_STP_GCP_DB_ORACLE_AR_IndexServer;F7A6113E-D208-43E5-8D55-C11AAC5AB24E
5048;#_STP_GCP_DB_ORACLE_NL_IndexServer;#_STP_GCP_DB_ORACLE_NL_IndexServer;21FE57F9-03C9-4D9C-A2D2-09E6ADA7AB13
5017;#_STP_GCP_FS_FILES_AR_IndexServer;#_STP_GCP_FS_FILES_AR_IndexServer;53DC3EDC-E7EC-4DAD-846E-B7D29341AA3B
4935;#_STP_GCP_FS_FILES_MENSAL_IndexServer;#_STP_GCP_FS_FILES_MENSAL_IndexServer;64374F32-4401-4321-80E2-9253028A6387
4933;#_STP_GCP_FS_FILES_NL_IndexServer;#_STP_GCP_FS_FILES_NL_IndexServer;AD93AFA4-7446-4C4F-A9F9-B7B62D2EDB1D
4934;#_STP_GCP_FS_LOGS_IndexServer;#_STP_GCP_FS_LOGS_IndexServer;0C5D9D15-D229-4387-AF8F-186B4808A8A9
4883;#_STP_GCP_SQL_DB_IndexServer;#_STP_GCP_SQL_DB_IndexServer;DF6C3527-88AF-4892-811B-4EF34BB73239
5034;#_STP_OCI_DEV_FS_FILES_ST_IndexServer;#_STP_OCI_DEV_FS_FILES_ST_IndexServer;DE15DCF6-5DC4-4754-92D0-7483979814B1
4193;#STP_DATACENTER_DB_01_IndexServer;#STP_DATACENTER_DB_01_IndexServer;8B904729-C2BD-4265-BA08-83806CCFBF45
4194;#STP_DATACENTER_DB_02_IndexServer;#STP_DATACENTER_DB_02_IndexServer;C53E0561-9515-4B2B-B4FB-9DBADEDE08EE
4451;#STP_DATACENTER_DB_03_IndexServer;#STP_DATACENTER_DB_03_IndexServer;663FF22F-345B-4E5B-AB02-66401DC6FE7E
4199;#STP_DATACENTER_FS_01_IndexServer;#STP_DATACENTER_FS_01_IndexServer;A0ECD225-5271-40CF-A513-F42D4F254D6D
5019;#STP_DATACENTER_FS_01a_IndexServer;#STP_DATACENTER_FS_01a_IndexServer;EC9F5BE3-0BA2-4D82-B325-B2C545763EA6
4200;#STP_DATACENTER_FS_02_IndexServer;#STP_DATACENTER_FS_02_IndexServer;2EB18B33-02D5-49BB-974E-B6D26ECEB1E4
5079;#STP_DATACENTER_FS_02a_IndexServer;#STP_DATACENTER_FS_02a_IndexServer;3A98CE1E-483E-43DB-8996-E7676E8B9B78
4443;#STP_DATACENTER_FS_03_IndexServer;#STP_DATACENTER_FS_03_IndexServer;56F9AAA9-59FB-4562-9248-653E7185D80D
5065;#STP_DATACENTER_FS_04_7D_IndexServer;#STP_DATACENTER_FS_04_7D_IndexServer;FCDA4FF0-0A5E-4731-B6C8-BC4E93817350
4231;#STP_DATACENTER_LOG_01_IndexServer;#STP_DATACENTER_LOG_01_IndexServer;6D68E276-48C4-4224-BCE8-CA9F64E2547E
4448;#STP_DATACENTER_LOG_03_IndexServer;#STP_DATACENTER_LOG_03_IndexServer;AE81CE20-1A29-40E7-812E-368B01DACB25
4201;#STP_DATACENTER_VM_01_IndexServer;#STP_DATACENTER_VM_01_IndexServer;838D7302-8224-41C6-8903-C88BB77AB391
5055;_COMMVAULT_RPM;_COMMVAULT_RPM;503B9791-19E4-329D-928E-B1712F1E5C48
4039;_PFXSRV0000543_OLD-off-26032021_Pedido-Balbi;_PFXSRV0000543_OLD-off-26032021_Pedido-Balbi;503BD4BE-8672-B719-FA72-1E39CB168FD8
4238;_STP_DATACENTER_CLOUD_VAULT_IndexServer;_STP_DATACENTER_CLOUD_VAULT_IndexServer;A9C1F239-5405-4CCA-97B0-9E8B213E218E
4632;_STP_GCP_HLM_SAE1_ZB_IndexServer;_STP_GCP_HLM_SAE1_ZB_IndexServer;12E6384F-4C44-4000-9C96-4021036B5026
4670;_STP_GCP_PRD_SAE1_ZA_IndexServer;_STP_GCP_PRD_SAE1_ZA_IndexServer;A239F723-2942-4FD6-8FB0-9A29A98F7759
4671;_STP_GCP_PRD_SAE1_ZB_IndexServer;_STP_GCP_PRD_SAE1_ZB_IndexServer;2519A5BB-2217-4CF2-B9A5-63AD0DC333AA
4672;_STP_GCP_PRD_USE1_ZB_IndexServer;_STP_GCP_PRD_USE1_ZB_IndexServer;89337233-A473-464D-A8AF-749E37E684E0
4948;_STP_OCI_DB_ORACLE_S3_IndexServer;_STP_OCI_DB_ORACLE_S3_IndexServer;F887C43E-33C5-4983-A355-3ACA2C6B7EAA
5104;_STP_OCI_PRD_DB_AR_IndexServer;_STP_OCI_PRD_DB_AR_IndexServer;B52177E4-2108-40A2-BA9F-D62BB7E58BE9
3329;0BKPTESTEWIN;0BKPTESTEWIN;9A1B66F7-C53F-412A-87A2-1679FABEE5B3
3309;0BKPTSTWINre;0BKPTSTWINre;C4100EDD-3FE0-4CAD-A7F4-EE8685EC893C
2203;10.100.2.144;10.100.2.144;4D4B2962-18F2-44B3-92ED-F934380CBABF
37;10.134.160.2_AnalyticsServer;10.134.160.2_AnalyticsServer;276F11A3-EB5D-4F35-BBDE-55A2F2CE0C2C
2149;10.14.207.21;10.14.207.21;E780E552-DCEC-438E-8C78-FF4CA511FAB1
2370;10.236.70.27;SRVSPPAFBR001;A0D12EA1-D812-4755-8172-5C5718BB77D0
53;2FF70002AC016028;2FF70002AC016028;CCAF8A79-22A6-4A87-89E1-804EBBD037D7
50;2FF70002AC016038;2FF70002AC016038;B45E15CC-7CDC-438E-846F-A5FDF370CC43
3275;A_ISILON;JBPAFSCSR001.corp.tvglobo.com.br;407B86F0-E5DC-4D04-8380-86598F400CB2
2331;ACILNXLAB01;acilnxlab01.globosat.net.br;503B9376-F9B9-88BD-4815-B7A329A5ECC9
2681;ACV-CONT-CLT-MN;WIN-4GKB4466MHU;502E9F54-2124-7A80-CC1A-69839D1F566A
2643;ACV-CONT-SUP-1;ACV-CONT-SUP-1.eng.cpp;502E21F7-7C03-2862-0992-DAC20DFB5C54
2769;ACV-CTRL-CORE1;ACV-CTRL-CORE1.eng.cpp;502E878B-C0DF-661B-816D-AFA2376FA506
2739;ACV-CTRL-CORE2;ACV-CTRL-CORE2.eng.cpp;502E3DB1-0167-254F-7525-915784FD564A
2616;ACV-CTRL-CORE3;ACV-CTRL-CORE3.eng.cpp;502EAEB0-F024-AD06-D365-3B130B0E3438
2662;acvctrldldb1;10.228.136.5;502EF494-B665-A101-C6E0-0D1540B18E8F
